fiscalyear,school,traveler_type,total_trips,total_emissions,percapita_trips,percapita_emissions
FY20-21,University Administration,Staff-Non Admin,4,2.4139732432,2.323177177107412e-05,5.077026381775788e-05
FY20-21,WEST COAST NEONATOLOGY,Providers,13,1.5384965666,7.550325825599089e-05,3.235739119686888e-05
FY20-21,Whiting School of Engineering,Faculty,42,8.0800232557,0.00024393360359627826,0.00016993763849747873
FY20-21,Whiting School of Engineering,Graduate Stud,9,2.1599290730000003,5.227148648491677e-05,4.542725118132959e-05
FY20-21,Whiting School of Engineering,Sr Staff-Admin,4,0.3482853134,2.323177177107412e-05,7.3250759075225875e-06
FY21-22,ACH FOUNDATION,Regular,6,0.5910592919000001,3.484765765661118e-05,1.2431055839674837e-05
FY21-22,ACH RESEARCH INSTITUTE,Regular,8,1.0889646210000001,4.646354354214824e-05,2.2902913796627422e-05
FY21-22,AICGS,Sr Staff-Admin,3,0.1780068264,1.742382882830559e-05,3.743808496282105e-06
FY21-22,All Children’s Hospital,Regular,63,11.1892235061,0.0003659004053944174,0.00023532979535742467
FY21-22,BIOETHICS INSTITUTE,Faculty,51,18.937592914,0.00029620509008119507,0.00039829214802834654
FY21-22,BIOETHICS INSTITUTE,Postdocs,5,0.6304805917999999,2.903971471384265e-05,1.32601577369721e-05
FY21-22,BOLOGNA CENTER,Deans/Executive,6,1.9074462400999999,3.484765765661118e-05,4.011707631841548e-05
FY21-22,BOLOGNA CENTER,Faculty,52,12.218298722,0.00030201303302396357,0.0002569731256415253
FY21-22,BOLOGNA CENTER,Sr Staff-Admin,6,1.6198247327000002,3.484765765661118e-05,3.406787098795302e-05
FY21-22,Bloomberg School of Public Health,Deans/Executive,10,3.9214887893999997,5.80794294276853e-05,8.247606760226328e-05
FY21-22,Bloomberg School of Public Health,Faculty,647,164.70540764950002,0.003757739083971239,0.0034640553792930594
FY21-22,Bloomberg School of Public Health,Graduate Stud,70,22.0746921349,0.0004065560059937971,0.0004642710711652257
FY21-22,Bloomberg School of Public Health,Postdocs,39,18.0334432434,0.0002265097747679727,0.00037927623000340196
FY21-22,Bloomberg School of Public Health,Sr Staff-Admin,53,6.3081743117,0.0003078209759667321,0.00013267242083796275
FY21-22,Bloomberg School of Public Health,Sr Staff-Non Ad,65,22.0688202511,0.00037751629127995447,0.0004641475747302619
FY21-22,Bloomberg School of Public Health,Staff-Admin,10,1.930162083,5.80794294276853e-05,4.059483196053972e-05
FY21-22,Bloomberg School of Public Health,Staff-Non Admin,15,7.5187422323,8.711914414152795e-05,0.0001581328740021839
FY21-22,Bloomberg School of Public Health,Undergrad Stud,2,1.3509964664,1.161588588553706e-05,2.84139218233679e-05
FY21-22,CENTER FOR TALENTED YOUTH,Deans/Executive,9,2.609068552,5.227148648491677e-05,5.487347429255696e-05
FY21-22,CENTER FOR TALENTED YOUTH,Non-employees,17,1.5219454941000001,9.873503002706502e-05,3.20092919295473e-05
FY21-22,CENTER FOR TALENTED YOUTH,Sr Staff-Admin,43,5.6797855348,0.0002497415465390468,0.00011945625778677686
FY21-22,CENTER FOR TALENTED YOUTH,Staff-Admin,8,1.5628980509000001,4.646354354214824e-05,3.28705989546374e-05
FY21-22,CGEPI,Sr Staff-Admin,36,4.7918806535,0.00020908594593966709,0.0001007819973343626
FY21-22,CGEPI,Sr Staff-Non Ad,8,0.8039015363,4.646354354214824e-05,1.6907516765740042e-05
FY21-22,CGEPI,Staff-Admin,4,0.3219391612,2.323177177107412e-05,6.770968233982819e-06
FY21-22,CONSOLIDATED SERVICE CENTER,Regular,20,1.4585707424,0.0001161588588553706,3.067640521580366e-05
FY21-22,Carey Business School,Deans/Executive,18,5.8965808455,0.00010454297296983354,0.00012401585891313446
FY21-22,Carey Business School,Faculty,158,30.6802580881,0.0009176549849574277,0.0006452618319268937
FY21-22,Carey Business School,Sr Staff-Admin,40,5.9458716001,0.0002323177177107412,0.00012505253345866546
FY21-22,Carey Business School,Staff-Admin,15,2.1487108296,8.711914414152795e-05,4.5191311044629975e-05
FY21-22,EMRS PROJECT,Regular,210,17.114727877300002,0.0012196680179813913,0.0003599539688135912
FY21-22,HUMAN LANGUAGE TECHNOLOGY COE,Faculty,27,11.3547980159,0.0001568144594547503,0.00023881212954141858
FY21-22,HUMAN LANGUAGE TECHNOLOGY COE,Sr Staff-Appt,8,1.8798550802,4.646354354214824e-05,3.953678386028367e-05
FY21-22,Homewood Student Affairs,Deans/Executive,78,12.9984729296,0.0004530195495359454,0.00027338161337238143
FY21-22,Homewood Student Affairs,Sr Staff-Admin,105,14.048939238200001,0.0006098340089906956,0.0002954748373836758
FY21-22,Homewood Student Affairs,Sr Staff-Appt,343,41.5051873313,0.001992124429369606,0.000872929853945766
FY21-22,Homewood Student Affairs,Sr Staff-Non Ad,10,1.8023854562000001,5.80794294276853e-05,3.790745625301962e-05
FY21-22,Homewood Student Affairs,Staff-Admin,336,40.440846253800004,0.001951468828770226,0.0008505448182172343
FY21-22,Homewood Student Affairs,Undergrad Stud,33,14.665796417600001,0.0001916621171113615,0.00030844846988943645
FY21-22,Homewood Student Affairs,Visiting Stud,2,0.4391624539999999,1.161588588553706e-05,9.23638806322373e-06
FY21-22,Howard County General Hospital,Regular,19,2.304178904,0.00011035091591260208,4.846108844367998e-05
FY21-22,INSTITUTION WIDE FUNDS,Graduate Stud,7,0.39111359040000004,4.0655600599379715e-05,8.225832752394486e-06
FY21-22,INSTITUTION WIDE FUNDS,Sr Staff-Admin,4,0.5481252029,2.323177177107412e-05,1.1528073575291676e-05
FY21-22,JH Bayview Medical Center,Regular,28,3.5477357185000002,0.00016262240239751886,7.461535826518055e-05
FY21-22,JH Community Physicians,Providers,69,14.624799451400001,0.00040074806305102857,0.00030758622885359855
FY21-22,JH Community Physicians,Regular,28,2.896417321,0.00016262240239751886,6.091694343660549e-05
FY21-22,JH HEALTH SYSTEM CORPORATION,Regular,345,41.2495855302,0.002003740315255143,0.0008675540814881813
FY21-22,JH TECHNOLOGY VENTURES,Sr Staff-Admin,15,1.7938643004000001,8.711914414152795e-05,3.772824079186367e-05
FY21-22,JH TECHNOLOGY VENTURES,Staff-Admin,2,0.32135515099999995,1.161588588553706e-05,6.758685433413348e-06
FY21-22,JHHCG PHARMAQUIP,Regular,20,2.0518325336,0.0001161588588553706,4.315378363624215e-05
FY21-22,JHMI UTILITIES LLC,Regular,2,0.2196143704,1.161588588553706e-05,4.618891097814467e-06
FY21-22,JHMMC INTRASTAFF DIVISION,Regular,4,0.131959515,2.323177177107412e-05,2.7753494818908014e-06
FY21-22,JHPEIGO,Faculty,2,1.3013492368,1.161588588553706e-05,2.7369749957870563e-05
FY21-22,JHPEIGO,Sr Staff-Admin,123,80.9087622025,0.0007143769819605292,0.001701658961531758
FY21-22,JHPEIGO,Sr Staff-Appt,648,329.0959883667,0.0037635470269140074,0.006921489373508702
FY21-22,JHPEIGO,Sr Staff-Non Ad,527,268.4718881584,0.0030607859308390156,0.0056464538817277456
FY21-22,JHPEIGO,Staff-Non Admin,64,30.028569092100003,0.0003717083483371859,0.0006315556227353661
FY21-22,JHU PRESS BOOK DIVISION,Sr Staff-Admin,9,1.0468226261,5.227148648491677e-05,2.201659071707109e-05
FY21-22,JOHNS HOPKINS AT ALL CHILDRENS,Faculty,64,13.1519450133,0.0003717083483371859,0.0002766094114434906
FY21-22,JOHNS HOPKINS AT ALL CHILDRENS,Postdocs,4,0.4959537796,2.323177177107412e-05,1.0430813308571532e-05
FY21-22,JOHNS HOPKINS AT ALL CHILDRENS,Sr Staff-Admin,2,0.5472144798,1.161588588553706e-05,1.1508919406047186e-05
FY21-22,JOHNS HOPKINS AT ALL CHILDRENS,Staff-Non Admin,2,0.08231771079999999,1.161588588553706e-05,1.7312917224590951e-06
FY21-22,JOHNS HOPKINS IMAGING LLC,Regular,10,0.6905883164000001,5.80794294276853e-05,1.4524332907108525e-05
FY21-22,Johns Hopkins HealthCare,Regular,89,8.434334683500001,0.0005169069219063992,0.00017738945459101866
FY21-22,Johns Hopkins Hospital,Regular,227,26.4381356282,0.0013184030480084563,0.0005560422529431365
FY21-22,Johns Hopkins Hospital,Regular Nurses,29,6.182607882,0.00016843034534028738,0.00013003152960999203
FY21-22,Johns Hopkins International,Regular,6,7.696635746400001,3.484765765661118e-05,0.00016187429933395454
FY21-22,Krieger School of Arts and Sciences,Deans/Executive,27,7.5073542011,0.0001568144594547503,0.00015789336291811634
FY21-22,Krieger School of Arts and Sciences,Faculty,674,175.9321581487,0.003914553543425989,0.0037001744358178728
FY21-22,Krieger School of Arts and Sciences,Graduate Stud,222,52.332050379900004,0.0012893633332946137,0.001100638547422206
FY21-22,Krieger School of Arts and Sciences,Postdocs,90,21.9213457353,0.0005227148648491677,0.0004610459164601658
FY21-22,Krieger School of Arts and Sciences,Sr Staff-Admin,71,11.843023564100001,0.0004123639489365657,0.00024908040403638567
FY21-22,Krieger School of Arts and Sciences,Sr Staff-Non Ad,5,0.70255782,2.903971471384265e-05,1.4776073417178982e-05
FY21-22,Krieger School of Arts and Sciences,Staff-Admin,109,17.86175193,0.0006330657807617698,0.00037566524827396894
FY21-22,Krieger School of Arts and Sciences,Staff-Non Admin,17,1.9127660657000003,9.873503002706502e-05,4.022896196169562e-05
FY21-22,Krieger School of Arts and Sciences,Undergrad Stud,10,3.6839320184,5.80794294276853e-05,7.747981506742712e-05
FY21-22,Krieger School of Arts and Sciences,Undergraduate Student,11,3.6575565810999997,6.388737237045383e-05,7.692509147477675e-05
FY21-22,NANJING CENTER,Faculty,11,3.456379263,6.388737237045383e-05,7.269396524218175e-05
FY21-22,NANJING CENTER,Sr Staff-Admin,3,1.4858070089000002,1.742382882830559e-05,3.124923361790423e-05
FY21-22,NITZE SCH ADV INT STUDIES-SAIS,Deans/Executive,36,7.627740767600001,0.00020908594593966709,0.000160425312167569
FY21-22,NITZE SCH ADV INT STUDIES-SAIS,Faculty,273,94.7295700794,0.0015855684233758087,0.001992335779951913
FY21-22,NITZE SCH ADV INT STUDIES-SAIS,Graduate Stud,17,6.9319071519,9.873503002706502e-05,0.0001457906610413111
FY21-22,NITZE SCH ADV INT STUDIES-SAIS,Postdocs,7,3.7058513639,4.0655600599379715e-05,7.794081891528766e-05
FY21-22,NITZE SCH ADV INT STUDIES-SAIS,Sr Staff-Admin,8,1.7608783156,4.646354354214824e-05,3.703448531826756e-05
FY21-22,NITZE SCH ADV INT STUDIES-SAIS,Staff-Admin,4,0.2596861868,2.323177177107412e-05,5.461674544572082e-06
FY21-22,NITZE SCH ADV INT STUDIES-SAIS,Staff-Non Admin,2,0.1459759026,1.161588588553706e-05,3.0701396989027443e-06
FY21-22,PEABODY INSTITUTE,Deans/Executive,4,1.8233595200000001,2.323177177107412e-05,3.8348579101193735e-05
FY21-22,PEABODY INSTITUTE,Faculty,45,5.1584102676,0.00026135743242458386,0.00010849078418910414
FY21-22,PEABODY INSTITUTE,Sr Staff-Admin,10,2.0135026936,5.80794294276853e-05,4.2347637133013814e-05
FY21-22,PEABODY INSTITUTE,Staff-Admin,30,3.3063431773,0.0001742382882830559,6.953843248114955e-05
FY21-22,PEDIATRIC PHYSICIANS SERVICES,Providers,43,6.0739776153000005,0.0002497415465390468,0.0001277468368055095
FY21-22,PEDIATRIC PHYSICIANS SERVICES,Regular,14,1.8563138844,8.131120119875943e-05,3.904166954005735e-05
FY21-22,SMH FOUNDATION,Regular,8,0.805339427,4.646354354214824e-05,1.6937758231914427e-05
FY21-22,School of Education,Deans/Executive,16,2.1492312428,9.292708708429648e-05,4.5202256284198255e-05
FY21-22,School of Education,Faculty,110,14.0295100252,0.0006388737237045383,0.0002950662055678261
FY21-22,School of Education,Sr Staff-Admin,124,23.6391898313,0.0007201849249032977,0.0004971753135847518
FY21-22,School of Education,Sr Staff-Appt,1,0.18305534310000002,5.80794294276853e-06,3.849988018142746e-06
FY21-22,School of Education,Staff-Admin,4,0.23834924559999998,2.323177177107412e-05,5.012919722272573e-06
FY21-22,School of Medicine (SOM),Deans/Executive,28,2.1617176994,0.00016262240239751886,4.5464869259514674e-05
FY21-22,School of Medicine (SOM),Faculty,2662,593.3240943546,0.015460744113649828,0.012478688769509104
FY21-22,School of Medicine (SOM),Graduate Stud,265,55.1280905358,0.0015391048798336605,0.0011594443758463475
FY21-22,School of Medicine (SOM),Med Intern/Res,187,38.6773598787,0.001086085330297715,0.0008134554806468796
FY21-22,School of Medicine (SOM),Med Students,5,0.6402383393,2.903971471384265e-05,1.3465380978877363e-05
FY21-22,School of Medicine (SOM),Med Trainees,8,2.2372062362,4.646354354214824e-05,4.705253098664799e-05
FY21-22,School of Medicine (SOM),Non-employees,62,15.5106290487,0.00036009246245164887,0.00032621684229522944
FY21-22,School of Medicine (SOM),Postdocs,227,45.4981808686,0.0013184030480084563,0.0009569097969225107
FY21-22,School of Medicine (SOM),Regular,4,0.33306444800000007,2.323177177107412e-05,7.004953323699667e-06
FY21-22,School of Medicine (SOM),Sr Staff-Admin,123,13.3455270665,0.0007143769819605292,0.00028068079539069575
FY21-22,School of Medicine (SOM),Sr Staff-Appt,31,4.9962766987,0.00018004623122582443,0.00010508081927339707
FY21-22,School of Medicine (SOM),Sr Staff-Non Ad,290,68.2348134442,0.0016843034534028737,0.0014351026838744895
FY21-22,School of Medicine (SOM),Staff-Admin,75,12.8683666436,0.0004355957207076398,0.00027064524067928056
FY21-22,School of Medicine (SOM),Staff-Non Admin,60,9.2663988538,0.0003484765765661118,0.00019488928295839333
FY21-22,School of Nursing (SON),Deans/Executive,2,1.6528253192,1.161588588553706e-05,3.476193356195435e-05
FY21-22,School of Nursing (SON),Faculty,115,31.147567725200002,0.0006679134384183809,0.0006550902066311207
FY21-22,School of Nursing (SON),Sr Staff-Admin,18,2.5547507968,0.00010454297296983354,5.3731072748024216e-05
FY21-22,School of Nursing (SON),Sr Staff-Non Ad,12,1.6088574078,6.969531531322237e-05,3.383720812533987e-05
FY21-22,School of Nursing (SON),Staff-Non Admin,12,6.6187584073000005,6.969531531322237e-05,0.00013920457131462208
FY21-22,Sheridan Libraries,Deans/Executive,8,3.2678495066000006,4.646354354214824e-05,6.872884031924051e-05
FY21-22,Sheridan Libraries,Sr Staff-Admin,26,2.8950409318,0.00015100651651198178,6.088799545924213e-05
FY21-22,Sheridan Libraries,Undergrad Stud,3,0.6077125143,1.742382882830559e-05,1.2781303505859818e-05
FY21-22,Sibley Memorial Hospital,Regular,14,3.5228412421999997,8.131120119875943e-05,7.409178198573492e-05
FY21-22,Sibley Memorial Hospital,Regular Nurses,6,0.8683094242,3.484765765661118e-05,1.8262132219676392e-05
FY21-22,Suburban Hospital,Regular,4,0.6592334210999999,2.323177177107412e-05,1.3864882223119609e-05
FY21-22,Suburban Hospital,Regular Nurses,7,0.22840848879999998,4.0655600599379715e-05,4.803847460719607e-06
FY21-22,U-WIDE STUDENT AFFAIRS,Deans/Executive,23,6.4430765733,0.0001335826876836762,0.00013550966165259788
FY21-22,U-WIDE STUDENT AFFAIRS,Graduate Stud,4,0.41633056,2.323177177107412e-05,8.756191654624581e-06
FY21-22,U-WIDE STUDENT AFFAIRS,Sr Staff-Admin,17,2.3028242866,9.873503002706502e-05,4.843259836701328e-05
FY21-22,U-WIDE STUDENT AFFAIRS,Staff-Admin,49,6.7017102001,0.00028458920419565796,0.00014094919893900667
FY21-22,Unavailable,Unavailable,1758,443.97280272390003,0.010210363693387077,0.009337558477790579
FY21-22,University Administration,Deans/Executive,229,55.301445089000005,0.0013300189338939935,0.0011630903385448845
FY21-22,University Administration,Graduate Stud,2,0.0960162354,1.161588588553706e-05,2.019396700347794e-06
FY21-22,University Administration,Sr Staff-Admin,369,61.90256959,0.0021431309458815875,0.0013019240366207454
FY21-22,University Administration,Staff-Admin,75,7.3987361923,0.0004355957207076398,0.00015560892791964662
FY21-22,University Administration,Staff-Non Admin,26,7.015963133500001,0.00015100651651198178,0.00014755851177176722
FY21-22,WEST COAST NEONATOLOGY,Providers,5,0.7012567869999999,2.903971471384265e-05,1.4748710318258278e-05
FY21-22,Whiting School of Engineering,Deans/Executive,17,2.9719712228,9.873503002706502e-05,6.250597990900734e-05
FY21-22,Whiting School of Engineering,Faculty,511,123.619585367,0.0029678588437547187,0.0025999455378405956
FY21-22,Whiting School of Engineering,Graduate Stud,323,86.0563989983,0.0018759655705142353,0.001809923159942805
FY21-22,Whiting School of Engineering,Postdocs,80,17.334566265,0.0004646354354214824,0.0003645775714041501
FY21-22,Whiting School of Engineering,Sr Staff-Admin,121,16.3446418148,0.0007027610960749921,0.0003437576531892824
FY21-22,Whiting School of Engineering,Sr Staff-Appt,4,0.7471543516,2.323177177107412e-05,1.571401988409489e-05
FY21-22,Whiting School of Engineering,Sr Staff-Non Ad,24,4.3357535067,0.00013939063062644473,9.11888108138778e-05
FY21-22,Whiting School of Engineering,Staff-Admin,20,2.0797339238,0.0001161588588553706,4.3740600803883326e-05
FY21-22,Whiting School of Engineering,Staff-Non Admin,2,0.0960162354,1.161588588553706e-05,2.019396700347794e-06
FY21-22,Whiting School of Engineering,Undergrad Stud,2,1.1633839117000002,1.161588588553706e-05,2.4468087326455312e-05
FY21-22,Whiting School of Engineering,Undergraduate Student,1,0.5918212800000001,5.80794294276853e-06,1.2447081840365595e-05
FY22-23,555 PENN,Sr Staff-Admin,12,3.7488316050000003,6.969531531322237e-05,7.884477184258075e-05
FY22-23,ACH FOUNDATION,Regular,25,2.8751528267000004,0.00014519857356921326,6.0469712304858956e-05
FY22-23,ACH RESEARCH INSTITUTE,Non-employees,2,0.2196143704,1.161588588553706e-05,4.618891097814467e-06
FY22-23,ACH RESEARCH INSTITUTE,Regular,17,3.8993729865,9.873503002706502e-05,8.201093189666363e-05
FY22-23,ALL CHILDRENS HEALTH SYSTEM,Regular,6,0.5796102015,3.484765765661118e-05,1.2190260569172659e-05
FY22-23,All Children’s Hospital,Providers,4,0.6005568328,2.323177177107412e-05,1.263080646179596e-05
FY22-23,All Children’s Hospital,Regular,225,34.7499216344,0.0013067871621229193,0.0007308542851478198
FY22-23,All Children’s Hospital,Regular Nurses,11,1.4354297089,6.388737237045383e-05,3.0189707039210316e-05
FY22-23,BIOETHICS INSTITUTE,Faculty,218,83.4060459723,0.0012661315615235397,0.0017541813978005543
FY22-23,BIOETHICS INSTITUTE,Graduate Stud,6,0.5115661756000001,3.484765765661118e-05,1.0759170495619957e-05
FY22-23,BIOETHICS INSTITUTE,Postdocs,8,1.1639041218,4.646354354214824e-05,2.4479028294459844e-05
FY22-23,BIOETHICS INSTITUTE,Sr Staff-Non Ad,15,7.2592651143,8.711914414152795e-05,0.000152675596556114
FY22-23,BIOETHICS INSTITUTE,Visiting Stud,12,1.7573811582,6.969531531322237e-05,3.6960933714367067e-05
FY22-23,BOLOGNA CENTER,Deans/Executive,12,3.4915207474,6.969531531322237e-05,7.343305480705635e-05
FY22-23,BOLOGNA CENTER,Faculty,86,18.3559509289,0.0004994830930780936,0.000386059155341209
FY22-23,BOLOGNA CENTER,Sr Staff-Admin,4,1.4075714747,2.323177177107412e-05,2.9603797521026935e-05
FY22-23,Bloomberg School of Public Health,Bargaining Unit,2,0.161328092,1.161588588553706e-05,3.3930242661670253e-06
FY22-23,Bloomberg School of Public Health,Deans/Executive,71,23.9071099793,0.0004123639489365657,0.0005028101633637913
FY22-23,Bloomberg School of Public Health,Faculty,2155,634.5630225907,0.012516117041666183,0.013346018708648334
FY22-23,Bloomberg School of Public Health,Graduate Stud,341,87.4994791581,0.0019805085434840687,0.001840273769929723
FY22-23,Bloomberg School of Public Health,Med Trainees,2,0.20530300740000004,1.161588588553706e-05,4.3178970096867475e-06
FY22-23,Bloomberg School of Public Health,Postdocs,170,50.5713219549,0.00098735030027065,0.0010636072145768696
FY22-23,Bloomberg School of Public Health,Sr Staff-Admin,222,32.326249962,0.0012893633332946137,0.0006798800456602863
FY22-23,Bloomberg School of Public Health,Sr Staff-Non Ad,313,100.0724440771,0.0018178861410865499,0.0021047061731086667
FY22-23,Bloomberg School of Public Health,Staff-Admin,67,13.2556472538,0.0003891321771654915,0.00027879045886127315
FY22-23,Bloomberg School of Public Health,Staff-Non Admin,91,41.214452200500006,0.0005285228077919362,0.0008668151634315336
FY22-23,Bloomberg School of Public Health,Undergrad Stud,10,6.367096104500001,5.80794294276853e-05,0.00013391165369752245
FY22-23,CENTER FOR TALENTED YOUTH,Deans/Executive,2,0.7647646096,1.161588588553706e-05,1.6084395755939095e-05
FY22-23,CENTER FOR TALENTED YOUTH,Non-employees,16,1.7900883954000002,9.292708708429648e-05,3.7648826617103945e-05
FY22-23,CENTER FOR TALENTED YOUTH,Sr Staff-Admin,63,7.065682720200001,0.0003659004053944174,0.0001486042054391596
FY22-23,CENTER FOR TALENTED YOUTH,Staff-Admin,7,0.9226447329,4.0655600599379715e-05,1.940490294635663e-05
FY22-23,CGEPI,Deans/Executive,2,0.0960162354,1.161588588553706e-05,2.019396700347794e-06
FY22-23,CGEPI,Faculty,56,12.246779657000001,0.0003252448047950377,0.00025757213169422277
FY22-23,CGEPI,Sr Staff-Admin,144,18.2250094298,0.0008363437837586683,0.00038330521659200097
FY22-23,CGEPI,Sr Staff-Non Ad,91,11.842523899,0.0005285228077919362,0.0002490698951672343
FY22-23,CGEPI,Staff-Admin,4,0.2123285856,2.323177177107412e-05,4.4656577438585365e-06
FY22-23,Carey Business School,Deans/Executive,66,17.0055847302,0.000383324234222723,0.00035765848919807485
FY22-23,Carey Business School,Faculty,633,153.850861183,0.0036764278827724796,0.003235764453004338
FY22-23,Carey Business School,Graduate Stud,9,2.7980125612,5.227148648491677e-05,5.884731170806724e-05
FY22-23,Carey Business School,Postdocs,1,0.10265150370000002,5.80794294276853e-06,2.1589485048433737e-06
FY22-23,Carey Business School,Sr Staff-Admin,217,37.5824663363,0.001260323618580771,0.0007904278708104429
FY22-23,Carey Business School,Staff-Admin,57,8.7149209407,0.0003310527477378062,0.00018329069576749387
FY22-23,Carey Business School,Staff-Non Admin,11,6.168902346900001,6.388737237045383e-05,0.00012974327718849124
FY22-23,EMRS PROJECT,Regular,283,18.9199778437,0.001643647852803494,0.00039792167094504884
FY22-23,EMRS PROJECT,Sr Staff-Admin,2,0.16653222400000003,1.161588588553706e-05,3.5024766618498335e-06
FY22-23,EVERGREEN HOUSE,Sr Staff-Admin,4,0.1920324708,2.323177177107412e-05,4.038793400695588e-06
FY22-23,EVERGREEN HOUSE,Staff-Admin,8,0.5352449762,4.646354354214824e-05,1.1257178895976728e-05
FY22-23,HUMAN LANGUAGE TECHNOLOGY COE,Faculty,45,15.4020273216,0.00026135743242458386,0.0003239327497306316
FY22-23,HUMAN LANGUAGE TECHNOLOGY COE,Graduate Stud,6,1.0734969484,3.484765765661118e-05,2.2577600406861884e-05
FY22-23,HUMAN LANGUAGE TECHNOLOGY COE,Sr Staff-Appt,22,9.6171580839,0.00012777474474090766,0.0002022663898500521
FY22-23,HUMAN LANGUAGE TECHNOLOGY COE,Staff-Non Admin,3,0.36493975650000005,1.742382882830559e-05,7.67534924725686e-06
FY22-23,Homewood Student Affairs,Deans/Executive,97,15.098228587200001,0.0005633704654485474,0.0003175433077861374
FY22-23,Homewood Student Affairs,Graduate Stud,22,3.3448257397,0.00012777474474090766,7.03477910152323e-05
FY22-23,Homewood Student Affairs,Sr Staff-Admin,280,45.6586490485,0.0016262240239751885,0.0009602847356675146
FY22-23,Homewood Student Affairs,Sr Staff-Appt,292,34.4272945798,0.001695919339288411,0.000724068849259941
FY22-23,Homewood Student Affairs,Sr Staff-Non Ad,26,3.8274900746000005,0.00015100651651198178,8.049910304295448e-05
FY22-23,Homewood Student Affairs,Staff-Admin,618,106.3462353391,0.003589308738630952,0.0022366554556479575
FY22-23,Homewood Student Affairs,Staff-Non Admin,8,1.104074016,4.646354354214824e-05,2.3220691954458126e-05
FY22-23,Homewood Student Affairs,Undergrad Stud,77,25.827666738300003,0.0004472116065931768,0.0005432029778268676
FY22-23,Howard County General Hospital,Med Intern/Res,4,3.3221822251,2.323177177107412e-05,6.987155656928654e-05
FY22-23,Howard County General Hospital,Regular,18,3.9167755476000004,0.00010454297296983354,8.237693952356692e-05
FY22-23,INSTITUTION WIDE FUNDS,Deans/Executive,10,2.9597848552,5.80794294276853e-05,6.224967835314916e-05
FY22-23,INSTITUTION WIDE FUNDS,Graduate Stud,13,1.1368813103,7.550325825599089e-05,2.3910689240654154e-05
FY22-23,INSTITUTION WIDE FUNDS,Sr Staff-Admin,4,0.36663109940000005,2.323177177107412e-05,7.710921275853772e-06
FY22-23,JANE BANCROFT ROBINSON FNDATN,Regular,2,0.24329317100000003,1.161588588553706e-05,5.11689949817124e-06
FY22-23,JH Bayview Medical Center,Regular,37,5.6757585531,0.0002148938888824356,0.00011937156301069589
FY22-23,JH Bayview Medical Center,Regular Nurses,13,1.5901225326000001,7.550325825599089e-05,3.344317950088176e-05
FY22-23,JH Community Physicians,Providers,101,22.764057806,0.0005866022372196215,0.00047876968960983493
FY22-23,JH Community Physicians,Regular,6,1.185241063,3.484765765661118e-05,2.4927783116759357e-05
FY22-23,JH HEALTH SYSTEM CORPORATION,Regular,900,159.1474648305,0.005227148648491677,0.003347161696233597
FY22-23,JH HEALTH SYSTEM CORPORATION,Regular Nurses,16,1.8873386896000002,9.292708708429648e-05,3.969417782669044e-05
FY22-23,JH HEALTH SYSTEM CORPORATION,Sr Staff-Admin,5,0.7556399664000001,2.903971471384265e-05,1.5892487853143618e-05
FY22-23,JH TECHNOLOGY VENTURES,Deans/Executive,8,1.0755636047,4.646354354214824e-05,2.2621065961365102e-05
FY22-23,JH TECHNOLOGY VENTURES,Graduate Stud,2,0.5005073951,1.161588588553706e-05,1.0526584154793988e-05
FY22-23,JH TECHNOLOGY VENTURES,Sr Staff-Admin,24,3.7046643763000002,0.00013939063062644473,7.791585439930963e-05
FY22-23,JH TECHNOLOGY VENTURES,Staff-Admin,2,0.32421742360000005,1.161588588553706e-05,6.818884251038894e-06
FY22-23,JHBMC GRANT COMPANY,Regular,4,1.5328171152,2.323177177107412e-05,3.223794196654689e-05
FY22-23,JHHCG CORP (GROUP),Regular,6,0.5591839834000001,3.484765765661118e-05,1.1760659916117642e-05
FY22-23,JHHCG PHARMAQUIP,Regular,14,1.9475162977,8.131120119875943e-05,4.095982277439855e-05
FY22-23,JHMI UTILITIES LLC,Regular,4,0.7309203394,2.323177177107412e-05,1.537258897365028e-05
FY22-23,JHMMC INTRASTAFF DIVISION,Regular,10,1.4548151006,5.80794294276853e-05,3.0597417213128776e-05
FY22-23,JHPEIGO,Sr Staff-Admin,323,187.19793742660002,0.0018759655705142353,0.003937114338802633
FY22-23,JHPEIGO,Sr Staff-Appt,1198,617.9544151489,0.006957915645436699,0.0129967093764753
FY22-23,JHPEIGO,Sr Staff-Non Ad,1342,666.9409771303,0.007794259429195367,0.014026986195958078
FY22-23,JHPEIGO,Staff-Admin,6,2.5950872568000003,3.484765765661118e-05,5.4579422132775364e-05
FY22-23,JHPEIGO,Staff-Non Admin,128,80.3710418487,0.0007434166966743718,0.0016903497209262515
FY22-23,JHU PRESS BOOK DIVISION,Sr Staff-Admin,24,2.4499757102000004,0.00013939063062644473,5.1527461418364715e-05
FY22-23,JHU PRESS BOOK DIVISION,Staff-Admin,4,0.8541584016,2.323177177107412e-05,1.796451038284913e-05
FY22-23,JHU PRESS JOURNALS DIVISION,Sr Staff-Admin,10,1.9962200071000002,5.80794294276853e-05,4.1984150687769943e-05
FY22-23,JHU PRESS JOURNALS DIVISION,Staff-Admin,18,3.0835957255000004,0.00010454297296983354,6.485364696230595e-05
FY22-23,JHU PRESS MUSE,Sr Staff-Admin,82,12.9029686214,0.0004762513213070195,0.0002713729834355314
