date,year,month,fiscalyear,Business Area Code,school,PersonnelArea,PersonnelAreaTotal,total_emissions_epa,total_trips
2019-11-30,2019,11,FY19-20,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,21356.24119257,70
2019-11-30,2019,11,FY19-20,141.0,BOLOGNA CENTER,SAIS,195.0,8295.81025373,19
2019-11-30,2019,11,FY19-20,142.0,NANJING CENTER,SAIS,195.0,2814.84924517,3
2019-11-30,2019,11,FY19-20,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,27828.70981427,71
2019-11-30,2019,11,FY19-20,165.0,School of Nursing (SON),School of Nursing,330.0,3706.970229,21
2019-11-30,2019,11,FY19-20,170.0,School of Medicine (SOM),School of Medicine,11766.0,105471.08144457,303
2019-11-30,2019,11,FY19-20,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,143.55292072,2
2019-11-30,2019,11,FY19-20,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,13890.817997909999,45
2019-11-30,2019,11,FY19-20,235.0,JHPEIGO,Academic and Business Centers,794.0,94568.09015103,159
2019-11-30,2019,11,FY19-20,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,184.12222442,2
2019-12-31,2019,12,FY19-20,101.0,University Administration,University Administration,2199.0,25025.46799849,86
2019-12-31,2019,12,FY19-20,110.0,Homewood Student Affairs,University Student Services,737.0,10900.9728072,64
2019-12-31,2019,12,FY19-20,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1795.36405316,9
2019-12-31,2019,12,FY19-20,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,33995.23036663,93
2019-12-31,2019,12,FY19-20,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,24281.19545533,74
2019-12-31,2019,12,FY19-20,125.0,School of Education,School of Education,253.0,3820.37739928,35
2019-12-31,2019,12,FY19-20,126.0,Carey Business School,Carey Business School,338.0,999.9988628000001,4
2019-12-31,2019,12,FY19-20,135.0,PEABODY INSTITUTE,Peabody,304.0,1673.62439064,10
2019-12-31,2019,12,FY19-20,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,24430.70858006,73
2019-12-31,2019,12,FY19-20,142.0,NANJING CENTER,SAIS,195.0,3498.3903027300003,5
2019-12-31,2019,12,FY19-20,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,37478.69747957,94
2019-12-31,2019,12,FY19-20,165.0,School of Nursing (SON),School of Nursing,330.0,17346.84730697,44
2019-12-31,2019,12,FY19-20,170.0,School of Medicine (SOM),School of Medicine,11766.0,70245.13244427,189
2019-12-31,2019,12,FY19-20,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,1842.60116502,2
2019-12-31,2019,12,FY19-20,212.0,CGEPI,Academic and Business Centers,794.0,369.4147172,2
2019-12-31,2019,12,FY19-20,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,18945.87842838,56
2019-12-31,2019,12,FY19-20,235.0,JHPEIGO,Academic and Business Centers,794.0,57543.18464587,91
2020-01-31,2020,1,FY19-20,101.0,University Administration,University Administration,2199.0,45513.77828964,153
2020-01-31,2020,1,FY19-20,110.0,Homewood Student Affairs,University Student Services,737.0,12848.60329093,71
2020-01-31,2020,1,FY19-20,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,9999.31731125,24
2020-01-31,2020,1,FY19-20,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,40144.26493203,115
2020-01-31,2020,1,FY19-20,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,20502.62566703,65
2020-01-31,2020,1,FY19-20,125.0,School of Education,School of Education,253.0,2625.45174123,18
2020-01-31,2020,1,FY19-20,126.0,Carey Business School,Carey Business School,338.0,9551.7304809,26
2020-01-31,2020,1,FY19-20,130.0,Sheridan Libraries,Libraries,160.0,1767.56791126,6
2020-01-31,2020,1,FY19-20,135.0,PEABODY INSTITUTE,Peabody,304.0,2591.78611379,16
2020-01-31,2020,1,FY19-20,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,91025.51994928,182
2020-01-31,2020,1,FY19-20,141.0,BOLOGNA CENTER,SAIS,195.0,815.11913909,2
2020-01-31,2020,1,FY19-20,142.0,NANJING CENTER,SAIS,195.0,5251.90138572,16
2020-01-31,2020,1,FY19-20,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,20326.75428822,54
2020-01-31,2020,1,FY19-20,165.0,School of Nursing (SON),School of Nursing,330.0,16155.84975902,33
2020-01-31,2020,1,FY19-20,170.0,School of Medicine (SOM),School of Medicine,11766.0,81044.99497092,221
2020-01-31,2020,1,FY19-20,212.0,CGEPI,Academic and Business Centers,794.0,237.17439078,2
2020-01-31,2020,1,FY19-20,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,9500.80112701,38
2020-01-31,2020,1,FY19-20,235.0,JHPEIGO,Academic and Business Centers,794.0,81578.2790121,125
2020-01-31,2020,1,FY19-20,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,1246.96177742,6
2020-02-29,2020,2,FY19-20,101.0,University Administration,University Administration,2199.0,27826.10619397,147
2020-02-29,2020,2,FY19-20,110.0,Homewood Student Affairs,University Student Services,737.0,6808.66223201,40
2020-02-29,2020,2,FY19-20,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1720.63924222,6
2020-02-29,2020,2,FY19-20,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,15517.86298564,55
2020-02-29,2020,2,FY19-20,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,11271.67572685,69
2020-02-29,2020,2,FY19-20,125.0,School of Education,School of Education,253.0,4312.488859,34
2020-02-29,2020,2,FY19-20,126.0,Carey Business School,Carey Business School,338.0,347.95979698,2
2020-02-29,2020,2,FY19-20,135.0,PEABODY INSTITUTE,Peabody,304.0,1477.03291132,12
2020-02-29,2020,2,FY19-20,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,9670.3131404,24
2020-02-29,2020,2,FY19-20,141.0,BOLOGNA CENTER,SAIS,195.0,1079.50907348,4
2020-02-29,2020,2,FY19-20,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,19548.53942633,67
2020-02-29,2020,2,FY19-20,165.0,School of Nursing (SON),School of Nursing,330.0,6765.14457784,16
2020-02-29,2020,2,FY19-20,170.0,School of Medicine (SOM),School of Medicine,11766.0,84569.80249458,309
2020-02-29,2020,2,FY19-20,212.0,CGEPI,Academic and Business Centers,794.0,224.30143864,2
2020-02-29,2020,2,FY19-20,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,23444.32656104,40
2020-02-29,2020,2,FY19-20,235.0,JHPEIGO,Academic and Business Centers,794.0,42311.388775039995,89
2020-02-29,2020,2,FY19-20,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,143.55292072,2
2020-02-29,2020,2,FY19-20,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,427.92360006,4
2020-03-31,2020,3,FY19-20,101.0,University Administration,University Administration,2199.0,9394.4382466,48
2020-03-31,2020,3,FY19-20,110.0,Homewood Student Affairs,University Student Services,737.0,14694.774228170001,98
2020-03-31,2020,3,FY19-20,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,179.63619564,1
2020-03-31,2020,3,FY19-20,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,10252.73030972,43
2020-03-31,2020,3,FY19-20,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,5316.60180478,26
2020-03-31,2020,3,FY19-20,125.0,School of Education,School of Education,253.0,945.36365899,5
2020-03-31,2020,3,FY19-20,126.0,Carey Business School,Carey Business School,338.0,664.94830534,4
2020-03-31,2020,3,FY19-20,130.0,Sheridan Libraries,Libraries,160.0,439.68071491,6
2020-03-31,2020,3,FY19-20,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,8509.4069119,28
2020-03-31,2020,3,FY19-20,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,8118.16986463,28
2020-03-31,2020,3,FY19-20,165.0,School of Nursing (SON),School of Nursing,330.0,1623.5069670799999,10
2020-03-31,2020,3,FY19-20,170.0,School of Medicine (SOM),School of Medicine,11766.0,29779.3929748,102
2020-03-31,2020,3,FY19-20,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,821.52839962,2
2020-03-31,2020,3,FY19-20,212.0,CGEPI,Academic and Business Centers,794.0,1082.97905528,8
2020-03-31,2020,3,FY19-20,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1488.63580475,6
2020-03-31,2020,3,FY19-20,235.0,JHPEIGO,Academic and Business Centers,794.0,18879.08241256,36
2020-03-31,2020,3,FY19-20,250.0,JHU Press,Academic and Business Centers,794.0,404.74956467,1
2020-04-30,2020,4,FY19-20,101.0,University Administration,University Administration,2199.0,358.88230182,2
2020-04-30,2020,4,FY19-20,110.0,Homewood Student Affairs,University Student Services,737.0,1377.35144688,6
2020-04-30,2020,4,FY19-20,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,986.02821708,6
2020-04-30,2020,4,FY19-20,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,3218.3605026100004,7
2020-04-30,2020,4,FY19-20,165.0,School of Nursing (SON),School of Nursing,330.0,358.88230182,2
2020-04-30,2020,4,FY19-20,170.0,School of Medicine (SOM),School of Medicine,11766.0,1312.6737075,11
2020-04-30,2020,4,FY19-20,250.0,JHU Press,Academic and Business Centers,794.0,404.74956467,1
2020-05-31,2020,5,FY19-20,101.0,University Administration,University Administration,2199.0,2518.4901189,8
2020-05-31,2020,5,FY19-20,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,657.69082704,4
2020-05-31,2020,5,FY19-20,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,882.83594754,3
2020-05-31,2020,5,FY19-20,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,1296.33077354,2
2020-05-31,2020,5,FY19-20,165.0,School of Nursing (SON),School of Nursing,330.0,4001.5013779700002,14
2020-05-31,2020,5,FY19-20,170.0,School of Medicine (SOM),School of Medicine,11766.0,1620.35449992,4
2020-05-31,2020,5,FY19-20,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1540.89872034,4
2020-06-30,2020,6,FY19-20,101.0,University Administration,University Administration,2199.0,1464.69973413,7
2020-06-30,2020,6,FY19-20,110.0,Homewood Student Affairs,University Student Services,737.0,228.20233322,2
2020-06-30,2020,6,FY19-20,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,176.49280036,4
2020-06-30,2020,6,FY19-20,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,73.3368182,1
2020-06-30,2020,6,FY19-20,170.0,School of Medicine (SOM),School of Medicine,11766.0,1062.84862486,5
2020-06-30,2020,6,FY19-20,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,823.29740994,2
2020-07-31,2020,7,FY20-21,101.0,University Administration,University Administration,2199.0,3501.22525518,8
2020-07-31,2020,7,FY20-21,110.0,Homewood Student Affairs,University Student Services,737.0,809.49912934,2
2020-07-31,2020,7,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,315.27392910000003,2
2020-07-31,2020,7,FY20-21,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,53.36968103,1
2020-07-31,2020,7,FY20-21,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,5384.264182100001,6
2020-07-31,2020,7,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,846.0087811000001,5
2020-07-31,2020,7,FY20-21,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,813.03715,2
2020-08-31,2020,8,FY20-21,101.0,University Administration,University Administration,2199.0,1793.5542194900002,4
2020-08-31,2020,8,FY20-21,110.0,Homewood Student Affairs,University Student Services,737.0,809.49912934,2
2020-08-31,2020,8,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,315.27392910000003,2
2020-08-31,2020,8,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,236.87048387,1
2020-08-31,2020,8,FY20-21,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,5245.6644903100005,5
2020-08-31,2020,8,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,1229.8295927,8
2020-09-30,2020,9,FY20-21,101.0,University Administration,University Administration,2199.0,1364.12469269,3
2020-09-30,2020,9,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,349.02573911,1
2020-09-30,2020,9,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,918.28872901,4
2020-09-30,2020,9,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,4016.4472473200003,11
2020-10-31,2020,10,FY20-21,101.0,University Administration,University Administration,2199.0,589.2709503899999,5
2020-10-31,2020,10,FY20-21,110.0,Homewood Student Affairs,University Student Services,737.0,328.68212026,1
2020-10-31,2020,10,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,1205.0589121,7
2020-10-31,2020,10,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,349.02573911,1
2020-10-31,2020,10,FY20-21,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,2776.02173628,8
2020-10-31,2020,10,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,3913.4318788299997,12
2020-10-31,2020,10,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,2494.30457246,2
2020-11-30,2020,11,FY20-21,101.0,University Administration,University Administration,2199.0,67.79391915,1
2020-11-30,2020,11,FY20-21,110.0,Homewood Student Affairs,University Student Services,737.0,890.43815604,4
2020-11-30,2020,11,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,728.68710848,8
2020-11-30,2020,11,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,1060.16789381,3
2020-11-30,2020,11,FY20-21,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,1227.16246944,1
2020-11-30,2020,11,FY20-21,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,1828.8028844,4
2020-11-30,2020,11,FY20-21,165.0,School of Nursing (SON),School of Nursing,330.0,2203.1254713199996,4
2020-11-30,2020,11,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,1080.4979049,3
2020-11-30,2020,11,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,11266.1691152,25
2020-12-31,2020,12,FY20-21,101.0,University Administration,University Administration,2199.0,783.13633942,4
2020-12-31,2020,12,FY20-21,110.0,Homewood Student Affairs,University Student Services,737.0,262.87493579,1
2020-12-31,2020,12,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,595.0814689499999,6
2020-12-31,2020,12,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,1396.10295644,4
2020-12-31,2020,12,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,1746.28535617,8
2020-12-31,2020,12,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,4601.37278258,5
2021-01-31,2021,1,FY20-21,101.0,University Administration,University Administration,2199.0,933.46139459,4
2021-01-31,2021,1,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,525.48225208,2
2021-01-31,2021,1,FY20-21,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,808.43772313,1
2021-01-31,2021,1,FY20-21,165.0,School of Nursing (SON),School of Nursing,330.0,2203.12547132,4
2021-01-31,2021,1,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,8533.16154559,23
2021-02-28,2021,2,FY20-21,101.0,University Administration,University Administration,2199.0,1056.62987316,5
2021-02-28,2021,2,FY20-21,110.0,Homewood Student Affairs,University Student Services,737.0,476.29922885999997,6
2021-02-28,2021,2,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,575.57699602,5
2021-02-28,2021,2,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,349.02573911,1
2021-02-28,2021,2,FY20-21,165.0,School of Nursing (SON),School of Nursing,330.0,161.49703582,2
2021-02-28,2021,2,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,2767.10410984,16
2021-02-28,2021,2,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,3580.8307202799997,4
2021-03-31,2021,3,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,1574.47362931,5
2021-03-31,2021,3,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,349.02573911,1
2021-03-31,2021,3,FY20-21,165.0,School of Nursing (SON),School of Nursing,330.0,161.49703582,2
2021-03-31,2021,3,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,1160.12604959,7
2021-03-31,2021,3,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,7244.8049263,8
2021-04-30,2021,4,FY20-21,101.0,University Administration,University Administration,2199.0,665.10252674,4
2021-04-30,2021,4,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,1146.30508936,3
2021-04-30,2021,4,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,1168.50843704,8
2021-04-30,2021,4,FY20-21,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,546.955316,4
2021-04-30,2021,4,FY20-21,165.0,School of Nursing (SON),School of Nursing,330.0,650.27912732,6
2021-04-30,2021,4,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,8395.57790068,35
2021-04-30,2021,4,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,4954.98887672,13
2021-05-31,2021,5,FY20-21,101.0,University Administration,University Administration,2199.0,1203.2309347599999,9
2021-05-31,2021,5,FY20-21,110.0,Homewood Student Affairs,University Student Services,737.0,5670.55355739,60
2021-05-31,2021,5,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,1728.12805262,12
2021-05-31,2021,5,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,6685.9654896,32
2021-05-31,2021,5,FY20-21,125.0,School of Education,School of Education,253.0,148.23399423,1
2021-05-31,2021,5,FY20-21,130.0,Sheridan Libraries,Libraries,160.0,853.37058564,2
2021-05-31,2021,5,FY20-21,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,1227.16246944,1
2021-05-31,2021,5,FY20-21,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,6080.34706938,29
2021-05-31,2021,5,FY20-21,165.0,School of Nursing (SON),School of Nursing,330.0,404.16443047999996,2
2021-05-31,2021,5,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,8363.92168759,24
2021-05-31,2021,5,FY20-21,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,641.0984173,4
2021-05-31,2021,5,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,21005.70499076,40
2021-06-30,2021,6,FY20-21,101.0,University Administration,University Administration,2199.0,3462.26166861,25
2021-06-30,2021,6,FY20-21,110.0,Homewood Student Affairs,University Student Services,737.0,6384.14057494,46
2021-06-30,2021,6,FY20-21,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,402.47706676999996,4
2021-06-30,2021,6,FY20-21,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,2864.88048619,7
2021-06-30,2021,6,FY20-21,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,1938.28648045,3
2021-06-30,2021,6,FY20-21,125.0,School of Education,School of Education,253.0,2070.33176218,16
2021-06-30,2021,6,FY20-21,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,2052.92288609,5
2021-06-30,2021,6,FY20-21,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,6033.01923899,23
2021-06-30,2021,6,FY20-21,165.0,School of Nursing (SON),School of Nursing,330.0,1073.73937823,9
2021-06-30,2021,6,FY20-21,170.0,School of Medicine (SOM),School of Medicine,11766.0,10801.3049505,47
2021-06-30,2021,6,FY20-21,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,286.715752,2
2021-06-30,2021,6,FY20-21,235.0,JHPEIGO,Academic and Business Centers,794.0,16271.547570899998,30
2021-07-31,2021,7,FY21-22,101.0,University Administration,University Administration,2199.0,4968.61479222,31
2021-07-31,2021,7,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,9124.37387139,55
2021-07-31,2021,7,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,146.08850221,2
2021-07-31,2021,7,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,3219.2313999899998,14
2021-07-31,2021,7,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,1876.43915757,9
2021-07-31,2021,7,FY21-22,125.0,School of Education,School of Education,253.0,205.38209990000001,2
2021-07-31,2021,7,FY21-22,126.0,Carey Business School,Carey Business School,338.0,837.86679763,5
2021-07-31,2021,7,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,174.34277241,2
2021-07-31,2021,7,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,5951.07323714,10
2021-07-31,2021,7,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,749.3799934799999,2
2021-07-31,2021,7,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,14122.29526815,52
2021-07-31,2021,7,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,1508.75716332,4
2021-07-31,2021,7,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,15184.24124408,73
2021-07-31,2021,7,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1950.9417082500001,9
2021-07-31,2021,7,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,11508.58249807,25
2021-08-31,2021,8,FY21-22,101.0,University Administration,University Administration,2199.0,9684.39718425,42
2021-08-31,2021,8,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,4891.04595699,24
2021-08-31,2021,8,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,6649.62820295,33
2021-08-31,2021,8,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,6245.80396674,29
2021-08-31,2021,8,FY21-22,125.0,School of Education,School of Education,253.0,804.84980729,5
2021-08-31,2021,8,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,1176.57330978,6
2021-08-31,2021,8,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,1085.02022107,6
2021-08-31,2021,8,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,7337.79590291,17
2021-08-31,2021,8,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,1218.79368978,8
2021-08-31,2021,8,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,1181.47210764,2
2021-08-31,2021,8,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,43488.442892779996,162
2021-08-31,2021,8,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,605.4188396,4
2021-08-31,2021,8,FY21-22,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,153.42762714,2
2021-08-31,2021,8,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,411.64870497,1
2021-08-31,2021,8,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,18226.74851165,41
2021-09-30,2021,9,FY21-22,101.0,University Administration,University Administration,2199.0,1284.75963158,10
2021-09-30,2021,9,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,6824.02540646,30
2021-09-30,2021,9,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,866.81506418,2
2021-09-30,2021,9,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,5723.63293915,24
2021-09-30,2021,9,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,2050.27390651,14
2021-09-30,2021,9,FY21-22,125.0,School of Education,School of Education,253.0,288.47115457,3
2021-09-30,2021,9,FY21-22,126.0,Carey Business School,Carey Business School,338.0,2074.11018681,9
2021-09-30,2021,9,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,411.64870497,1
2021-09-30,2021,9,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,165.78801986,2
2021-09-30,2021,9,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,1629.0861534800001,7
2021-09-30,2021,9,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,1439.22598531,4
2021-09-30,2021,9,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,8503.81411767,24
2021-09-30,2021,9,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,4165.83336622,9
2021-09-30,2021,9,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,11464.17580271,44
2021-09-30,2021,9,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,866.81506418,2
2021-09-30,2021,9,FY21-22,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,1822.96061438,4
2021-09-30,2021,9,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,16171.97950458,30
2021-10-31,2021,10,FY21-22,101.0,University Administration,University Administration,2199.0,2082.5470053,9
2021-10-31,2021,10,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,6565.43238288,51
2021-10-31,2021,10,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,866.81506418,2
2021-10-31,2021,10,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,5706.74569434,26
2021-10-31,2021,10,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,9431.6010714,39
2021-10-31,2021,10,FY21-22,125.0,School of Education,School of Education,253.0,4263.3829464,13
2021-10-31,2021,10,FY21-22,126.0,Carey Business School,Carey Business School,338.0,3339.99130297,10
2021-10-31,2021,10,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,411.64870497,1
2021-10-31,2021,10,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,1495.00424196,13
2021-10-31,2021,10,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,5801.39681912,17
2021-10-31,2021,10,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,274.6229788,4
2021-10-31,2021,10,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,12283.02347133,44
2021-10-31,2021,10,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,224.30143864,2
2021-10-31,2021,10,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,27760.807032919998,106
2021-10-31,2021,10,FY21-22,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,205.57714464,2
2021-10-31,2021,10,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,904.48137656,3
2021-10-31,2021,10,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,25745.74096804,55
2021-11-30,2021,11,FY21-22,101.0,University Administration,University Administration,2199.0,6064.54844629,45
2021-11-30,2021,11,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,4930.96662357,34
